t_ms,gas_raw,temp_c,flame,gas_avg,temp_avg,dGas,dTemp,ml_state,final_state,alarm,suppression,label,label_name
1303000,854,40.5,0,799,41.4,4.6,1.66,1,1,1,0,1,GAS_LEAK
1304000,861,42.4,0,815.4,42.4,16.4,1,1,1,1,0,1,GAS_LEAK
1305000,809,40.3,0,827.6,41.7,12.2,-0.66,1,1,1,0,1,GAS_LEAK
1306000,932,36.6,0,857,40,29.4,-1.66,1,1,1,0,1,GAS_LEAK
1307000,915,42.1,0,874.2,40.4,17.2,0.34,1,1,1,0,1,GAS_LEAK
1308000,859,36.2,0,875.2,39.5,1,-0.86,1,1,1,0,1,GAS_LEAK
1309000,676,40.6,0,838.2,39.2,-37,-0.36,1,1,1,0,1,GAS_LEAK
1310000,759,27.2,0,828.2,36.5,-10,-2.62,1,1,1,0,1,GAS_LEAK
1311000,843,38,0,810.4,36.8,-17.8,0.28,1,1,1,0,1,GAS_LEAK
1312000,889,45.9,0,805.2,37.6,-5.2,0.76,1,1,1,0,1,GAS_LEAK
1313000,746,39.4,0,782.6,38.2,-22.6,0.64,1,1,1,0,1,GAS_LEAK
1314000,779,31.6,0,803.2,36.4,20.6,-1.8,1,1,1,0,1,GAS_LEAK
1315000,827,44,0,816.8,39.8,13.6,3.36,1,1,1,0,1,GAS_LEAK
1316000,847,42.8,0,817.6,40.7,0.8,0.96,1,1,1,0,1,GAS_LEAK
1317000,913,50.9,0,822.4,41.7,4.8,1,1,1,1,0,1,GAS_LEAK
1318000,891,34.9,0,851.4,40.8,29,-0.9,1,1,1,0,1,GAS_LEAK
1319000,705,40.5,0,836.6,42.6,-14.8,1.78,1,1,1,0,1,GAS_LEAK
1320000,795,53.6,0,830.2,44.5,-6.4,1.92,1,1,1,0,1,GAS_LEAK
1321000,902,48.8,0,841.2,45.7,11,1.2,1,1,1,0,1,GAS_LEAK
1322000,885,37,0,835.6,43,-5.6,-2.78,1,1,1,0,1,GAS_LEAK
1323000,899,32.7,0,837.2,42.5,1.6,-0.44,1,1,1,0,1,GAS_LEAK
1324000,1006,52.4,0,897.4,44.9,60.2,2.38,1,1,1,0,1,GAS_LEAK
1325000,873,37.3,0,913,41.6,15.6,-3.26,1,1,1,0,1,GAS_LEAK
1326000,947,45.9,0,922,41.1,9,-0.58,1,1,1,0,1,GAS_LEAK
1327000,938,29.3,0,932.6,39.5,10.6,-1.54,1,1,1,0,1,GAS_LEAK
1328000,943,37.1,0,941.4,40.4,8.8,0.88,1,1,1,0,1,GAS_LEAK
1329000,891,49.3,0,918.4,39.8,-23,-0.62,1,1,1,0,1,GAS_LEAK
1330000,820,37.5,0,907.8,39.8,-10.6,0.04,1,1,1,0,1,GAS_LEAK
1331000,839,42.5,0,886.2,39.1,-21.6,-0.68,1,1,1,0,1,GAS_LEAK
1332000,718,45.6,0,842.2,42.4,-44,3.26,1,1,1,0,1,GAS_LEAK
1333000,921,42.6,0,837.8,43.5,-4.4,1.1,1,1,1,0,1,GAS_LEAK
1334000,801,38,0,819.8,41.2,-18,-2.26,1,1,1,0,1,GAS_LEAK
1335000,794,38.7,0,814.6,41.5,-5.2,0.24,1,1,1,0,1,GAS_LEAK
1336000,888,40.6,0,824.4,41.1,9.8,-0.38,1,1,1,0,1,GAS_LEAK
1337000,708,36.7,0,822.4,39.3,-2,-1.78,1,1,1,0,1,GAS_LEAK
1338000,821,37,0,802.4,38.2,-20,-1.12,1,1,1,0,1,GAS_LEAK
1339000,737,33,0,789.6,37.2,-12.8,-1,1,1,1,0,1,GAS_LEAK
1340000,925,44.8,0,815.8,38.4,26.2,1.22,1,1,1,0,1,GAS_LEAK
1341000,789,39.2,0,796,38.1,-19.8,-0.28,1,1,1,0,1,GAS_LEAK
1342000,807,39.6,0,815.8,38.7,19.8,0.58,1,1,1,0,1,GAS_LEAK
1343000,995,49.7,0,850.6,41.3,34.8,2.54,1,1,1,0,1,GAS_LEAK
1344000,919,35.8,0,887,41.8,36.4,0.56,1,1,1,0,1,GAS_LEAK
1345000,918,48,0,885.6,42.5,-1.4,0.64,1,1,1,0,1,GAS_LEAK
1346000,766,48.7,0,881,44.4,-4.6,1.9,1,1,1,0,1,GAS_LEAK
1347000,864,36.5,0,892.4,43.7,11.4,-0.62,1,1,1,0,1,GAS_LEAK
1348000,908,42.3,0,875,42.3,-17.4,-1.48,1,1,1,0,1,GAS_LEAK
1349000,867,39.7,0,864.6,43,-10.4,0.78,1,1,1,0,1,GAS_LEAK
1350000,867,30.1,0,854.4,39.5,-10.2,-3.58,1,1,1,0,1,GAS_LEAK
1351000,754,41.3,0,852,38,-2.4,-1.48,1,1,1,0,1,GAS_LEAK
1352000,960,33.5,0,871.2,37.4,19.2,-0.6,1,1,1,0,1,GAS_LEAK
1353000,765,44.6,0,842.6,37.8,-28.6,0.46,1,1,1,0,1,GAS_LEAK
1354000,834,57.1,0,836,41.3,-6.6,3.48,1,1,1,0,1,GAS_LEAK
1355000,854,36.7,0,833.4,42.6,-2.6,1.32,1,1,1,0,1,GAS_LEAK
1356000,1023,45.5,0,887.2,43.5,53.8,0.84,1,1,1,0,1,GAS_LEAK
1357000,947,49.8,0,884.6,46.7,-2.6,3.26,1,1,1,0,1,GAS_LEAK
1358000,909,42.4,0,913.4,46.3,28.8,-0.44,1,1,1,0,1,GAS_LEAK
1359000,857,35,0,918,41.9,4.6,-4.42,1,1,1,0,1,GAS_LEAK
1360000,909,44,0,929,43.3,11,1.46,1,1,1,0,1,GAS_LEAK
1361000,994,37.5,0,923.2,41.7,-5.8,-1.6,1,1,1,0,1,GAS_LEAK
1362000,858,44.5,0,905.4,40.7,-17.8,-1.06,1,1,1,0,1,GAS_LEAK
1363000,842,41.9,0,892,40.6,-13.4,-0.1,1,1,1,0,1,GAS_LEAK
1364000,881,39.6,0,896.8,41.5,4.8,0.92,1,1,1,0,1,GAS_LEAK
1365000,927,35.9,0,900.4,39.9,3.6,-1.62,1,1,1,0,1,GAS_LEAK
1366000,868,28.3,0,875.2,38,-25.2,-1.84,1,1,1,0,1,GAS_LEAK
1367000,788,39,0,861.2,36.9,-14,-1.1,1,1,1,0,1,GAS_LEAK
1368000,863,40.4,0,865.4,36.6,4.2,-0.3,1,1,1,0,1,GAS_LEAK
1369000,877,39,0,864.6,36.5,-0.8,-0.12,1,1,1,0,1,GAS_LEAK
1370000,820,50.3,0,843.2,39.4,-21.4,2.88,1,1,1,0,1,GAS_LEAK
1371000,906,37.7,0,850.8,41.3,7.6,1.88,1,1,1,0,1,GAS_LEAK
1372000,716,42.3,0,836.4,41.9,-14.4,0.66,1,1,1,0,1,GAS_LEAK
1373000,764,34.2,0,816.6,40.7,-19.8,-1.24,1,1,1,0,1,GAS_LEAK
1374000,849,56.1,0,811,44.1,-5.6,3.42,1,1,1,0,1,GAS_LEAK
1375000,710,39.8,0,789,42,-22,-2.1,1,1,1,0,1,GAS_LEAK
1376000,929,23.9,0,793.6,39.3,4.6,-2.76,1,1,1,0,1,GAS_LEAK
1377000,740,36.2,0,798.4,38,4.8,-1.22,1,1,1,0,1,GAS_LEAK
1378000,816,39.6,0,808.8,39.1,10.4,1.08,1,1,1,0,1,GAS_LEAK
1379000,774,35.4,0,793.8,35,-15,-4.14,1,1,1,0,1,GAS_LEAK
1380000,866,35.9,0,825,34.2,31.2,-0.78,1,1,1,0,1,GAS_LEAK
1381000,894,41.8,0,818,37.8,-7,3.58,1,1,1,0,1,GAS_LEAK
1382000,679,37.7,0,805.8,38.1,-12.2,0.3,1,1,1,0,1,GAS_LEAK
1383000,903,36.8,0,823.2,37.5,17.4,-0.56,1,1,1,0,1,GAS_LEAK
1384000,980,32.3,0,864.4,36.9,41.2,-0.62,1,1,1,0,1,GAS_LEAK
1385000,1017,43.8,0,894.6,38.5,30.2,1.58,1,1,1,0,1,GAS_LEAK
1386000,752,40.5,0,866.2,38.2,-28.4,-0.26,1,1,1,0,1,GAS_LEAK
1387000,650,37.3,0,860.4,38.1,-5.8,-0.08,1,1,1,0,1,GAS_LEAK
1388000,718,49.4,0,823.4,40.7,-37,2.52,1,1,1,0,1,GAS_LEAK
1389000,909,34.1,0,809.2,41,-14.2,0.36,1,1,1,0,1,GAS_LEAK
1390000,903,39,0,786.4,40.1,-22.8,-0.96,1,1,1,0,1,GAS_LEAK
1391000,993,31.2,0,834.6,38.2,48.2,-1.86,1,1,1,0,1,GAS_LEAK
1392000,768,46.3,0,858.2,40,23.6,1.8,1,1,1,0,1,GAS_LEAK
1393000,820,40.6,0,878.6,38.2,20.4,-1.76,1,1,1,0,1,GAS_LEAK
1394000,994,38.3,0,895.6,39.1,17,0.84,1,1,1,0,1,GAS_LEAK
1395000,811,30.8,0,877.2,37.4,-18.4,-1.64,1,1,1,0,1,GAS_LEAK
1396000,839,45.3,0,846.4,40.3,-30.8,2.82,1,1,1,0,1,GAS_LEAK
1397000,977,42.7,0,888.2,39.5,41.8,-0.72,1,1,1,0,1,GAS_LEAK
1398000,893,41.7,0,902.8,39.8,14.6,0.22,1,1,1,0,1,GAS_LEAK
1399000,926,47.8,0,889.2,41.7,-13.6,1.9,1,1,1,0,1,GAS_LEAK
1400000,926,40.9,0,912.2,43.7,23,2.02,1,1,1,0,1,GAS_LEAK
1401000,913,41.2,0,927,42.9,14.8,-0.82,1,1,1,0,1,GAS_LEAK
1402000,948,42.5,0,921.2,42.8,-5.8,-0.04,1,1,1,0,1,GAS_LEAK
1403000,844,41.2,0,911.4,42.7,-9.8,-0.1,1,1,1,0,1,GAS_LEAK
1404000,835,51.4,0,893.2,43.4,-18.2,0.72,1,1,1,0,1,GAS_LEAK
1405000,818,43.9,0,871.6,44,-21.6,0.6,1,1,1,0,1,GAS_LEAK
1406000,866,43.3,0,862.2,44.5,-9.4,0.42,1,1,1,0,1,GAS_LEAK
1407000,878,53,0,848.2,46.6,-14,2.1,1,1,1,0,1,GAS_LEAK
1408000,1023,37.7,0,884,45.9,35.8,-0.7,1,1,1,0,1,GAS_LEAK
1409000,680,39.7,0,853,43.5,-31,-2.34,1,1,1,0,1,GAS_LEAK
1410000,857,52.1,0,860.8,45.2,7.8,1.64,1,1,1,0,1,GAS_LEAK
1411000,753,40,0,838.2,44.5,-22.6,-0.66,1,1,1,0,1,GAS_LEAK
1412000,688,40.9,0,800.2,42.1,-38,-2.42,1,1,1,0,1,GAS_LEAK
1413000,1012,40.8,0,798,42.7,-2.2,0.62,1,1,1,0,1,GAS_LEAK
1414000,799,35,0,821.8,41.8,23.8,-0.94,1,1,1,0,1,GAS_LEAK
1415000,773,43.3,0,805,40,-16.8,-1.76,1,1,1,0,1,GAS_LEAK
1416000,902,39,0,834.8,39.8,29.8,-0.2,1,1,1,0,1,GAS_LEAK
1417000,837,40.2,0,864.6,39.7,29.8,-0.14,1,1,1,0,1,GAS_LEAK
1418000,650,44.9,0,792.2,40.5,-72.4,0.82,1,1,1,0,1,GAS_LEAK
1419000,924,32.2,0,817.2,39.9,25,-0.56,1,1,1,0,1,GAS_LEAK
1420000,803,29.6,0,823.2,37.2,6,-2.74,1,1,1,0,1,GAS_LEAK
1421000,834,48.7,0,809.6,39.1,-13.6,1.94,1,1,1,0,1,GAS_LEAK
1422000,794,38.8,0,801,38.8,-8.6,-0.28,1,1,1,0,1,GAS_LEAK
1423000,1023,47,0,875.6,39.3,74.6,0.42,1,1,1,0,1,GAS_LEAK
1424000,911,56,0,873,44,-2.6,4.76,1,1,1,0,1,GAS_LEAK
1425000,870,45.6,0,886.4,47.2,13.4,3.2,1,1,1,0,1,GAS_LEAK
1426000,878,46.5,0,895.2,46.8,8.8,-0.44,1,1,1,0,1,GAS_LEAK
1427000,985,40.6,0,933.4,47.1,38.2,0.36,1,1,1,0,1,GAS_LEAK
1428000,912,37.3,0,911.2,45.2,-22.2,-1.94,1,1,1,0,1,GAS_LEAK
1429000,724,46.5,0,873.8,43.3,-37.4,-1.9,1,1,1,0,1,GAS_LEAK
1430000,836,29.9,0,867,40.2,-6.8,-3.14,1,1,1,0,1,GAS_LEAK
1431000,851,35.2,0,861.6,37.9,-5.4,-2.26,1,1,1,0,1,GAS_LEAK
1432000,871,51,0,838.8,40,-22.8,2.08,1,1,1,0,1,GAS_LEAK
1433000,891,24.9,0,834.6,37.5,-4.2,-2.48,1,1,1,0,1,GAS_LEAK
1434000,902,36.5,0,870.2,35.5,35.6,-2,1,1,1,0,1,GAS_LEAK
1435000,891,46.7,0,881.2,38.9,11,3.36,1,1,1,0,1,GAS_LEAK
1436000,839,42.1,0,878.8,40.2,-2.4,1.38,1,1,1,0,1,GAS_LEAK
1437000,825,41.9,0,869.6,38.4,-9.2,-1.82,1,1,1,0,1,GAS_LEAK
1438000,937,46.4,0,878.8,42.7,9.2,4.3,1,1,1,0,1,GAS_LEAK
1439000,905,42.4,0,879.4,43.9,0.6,1.18,1,1,1,0,1,GAS_LEAK
1440000,869,43.3,0,875,43.2,-4.4,-0.68,1,1,1,0,1,GAS_LEAK
1441000,748,43.3,0,856.8,43.5,-18.2,0.24,1,1,1,0,1,GAS_LEAK
1442000,902,35.9,0,872.2,42.3,15.4,-1.2,1,1,1,0,1,GAS_LEAK
1443000,861,48.1,0,857,42.6,-15.2,0.34,1,1,1,0,1,GAS_LEAK
1444000,744,39.2,0,824.8,42,-32.2,-0.64,1,1,1,0,1,GAS_LEAK
1445000,931,40.9,0,837.2,41.5,12.4,-0.48,1,1,1,0,1,GAS_LEAK
1446000,959,29.3,0,879.4,38.7,42.2,-2.8,1,1,1,0,1,GAS_LEAK
1447000,962,44.2,0,891.4,40.3,12,1.66,1,1,1,0,1,GAS_LEAK
1448000,871,32.1,0,893.4,37.1,2,-3.2,1,1,1,0,1,GAS_LEAK
1449000,708,41.9,0,886.2,37.7,-7.2,0.54,1,1,1,0,1,GAS_LEAK
1450000,1023,37.9,0,904.6,37.1,18.4,-0.6,1,1,1,0,1,GAS_LEAK
1451000,855,39.8,0,883.8,39.2,-20.8,2.1,1,1,1,0,1,GAS_LEAK
1452000,853,39.9,0,862,38.3,-21.8,-0.86,1,1,1,0,1,GAS_LEAK
1453000,837,49.9,0,855.2,41.9,-6.8,3.56,1,1,1,0,1,GAS_LEAK
1454000,909,30,0,895.4,39.5,40.2,-2.38,1,1,1,0,1,GAS_LEAK
1455000,848,44.8,0,860.4,40.9,-35,1.38,1,1,1,0,1,GAS_LEAK
1456000,866,42.4,0,862.6,41.4,2.2,0.52,1,1,1,0,1,GAS_LEAK
1457000,1023,48,0,896.6,43,34,1.62,1,1,1,0,1,GAS_LEAK
1458000,909,45.7,0,911,42.2,14.4,-0.84,1,1,1,0,1,GAS_LEAK
1459000,710,40.1,0,871.2,44.2,-39.8,2.02,1,1,1,0,1,GAS_LEAK
1460000,708,29.6,0,843.2,41.2,-28,-3.04,1,1,1,0,1,GAS_LEAK
1461000,939,43.7,0,857.8,41.4,14.6,0.26,1,1,1,0,1,GAS_LEAK
1462000,934,37.6,0,840,39.3,-17.8,-2.08,1,1,1,0,1,GAS_LEAK
1463000,734,40.6,0,805,38.3,-35,-1.02,1,1,1,0,1,GAS_LEAK
1464000,959,48.8,0,854.8,40.1,49.8,1.74,1,1,1,0,1,GAS_LEAK
1465000,893,41,0,891.8,42.3,37,2.28,1,1,1,0,1,GAS_LEAK
1466000,864,50.4,0,876.8,43.7,-15,1.34,1,1,1,0,1,GAS_LEAK
1467000,903,43.8,0,870.6,44.9,-6.2,1.24,1,1,1,0,1,GAS_LEAK
1468000,862,41.4,0,896.2,45.1,25.6,0.16,1,1,1,0,1,GAS_LEAK
1469000,858,41.7,0,876,43.7,-20.2,-1.42,1,1,1,0,1,GAS_LEAK
1470000,747,44.2,0,846.8,44.3,-29.2,0.64,1,1,1,0,1,GAS_LEAK
1471000,759,45,0,825.8,43.2,-21,-1.08,1,1,1,0,1,GAS_LEAK
1472000,935,40.3,0,832.2,42.5,6.4,-0.7,1,1,1,0,1,GAS_LEAK
1473000,881,43.4,0,836,42.9,3.8,0.4,1,1,1,0,1,GAS_LEAK
1474000,898,44.6,0,844,43.5,8,0.58,1,1,1,0,1,GAS_LEAK
1475000,897,41.9,0,874,43,30,-0.46,1,1,1,0,1,GAS_LEAK
1476000,851,42.1,0,892.4,42.5,18.4,-0.58,1,1,1,0,1,GAS_LEAK
1477000,1010,46.4,0,907.4,43.7,15,1.22,1,1,1,0,1,GAS_LEAK
1478000,1023,46.7,0,935.8,44.3,28.4,0.66,1,1,1,0,1,GAS_LEAK
1479000,878,45.8,0,931.8,44.6,-4,0.24,1,1,1,0,1,GAS_LEAK
1480000,662,41.1,0,884.8,44.4,-47,-0.16,1,1,1,0,1,GAS_LEAK
1481000,892,44.1,0,893,44.8,8.2,0.4,1,1,1,0,1,GAS_LEAK
1482000,1003,44.9,0,891.6,44.5,-1.4,-0.3,1,1,1,0,1,GAS_LEAK
1483000,855,41.1,0,858,43.4,-33.6,-1.12,1,1,1,0,1,GAS_LEAK
1484000,840,32.3,0,850.4,40.7,-7.6,-2.7,1,1,1,0,1,GAS_LEAK
1485000,849,46.4,0,887.8,41.8,37.4,1.06,1,1,1,0,1,GAS_LEAK
1486000,812,35.1,0,871.8,40,-16,-1.8,1,1,1,0,1,GAS_LEAK
1487000,796,40.3,0,830.4,39,-41.4,-0.92,1,1,1,0,1,GAS_LEAK
1488000,861,48.5,0,831.6,40.5,1.2,1.48,1,1,1,0,1,GAS_LEAK
1489000,742,37.5,0,812,41.6,-19.6,1.04,1,1,1,0,1,GAS_LEAK
1490000,950,44.3,0,832.2,41.1,20.2,-0.42,1,1,1,0,1,GAS_LEAK
1491000,820,44.8,0,833.8,43.1,1.6,1.94,1,1,1,0,1,GAS_LEAK
1492000,865,36.4,0,847.6,42.3,13.8,-0.78,1,1,1,0,1,GAS_LEAK
1493000,743,39.8,0,824,40.6,-23.6,-1.74,1,1,1,0,1,GAS_LEAK
1494000,832,41.4,0,842,41.3,18,0.78,1,1,1,0,1,GAS_LEAK
1495000,911,43.9,0,834.2,41.3,-7.8,-0.08,1,1,1,0,1,GAS_LEAK
1496000,874,48.7,0,845,42,10.8,0.78,1,1,1,0,1,GAS_LEAK
1497000,926,38.6,0,857.2,42.5,12.2,0.44,1,1,1,0,1,GAS_LEAK
1498000,880,48.4,0,884.6,44.2,27.4,1.72,1,1,1,0,1,GAS_LEAK
1499000,657,46.8,0,849.6,45.3,-35,1.08,1,1,1,0,1,GAS_LEAK
1500000,866,38.9,0,840.6,44.3,-9,-1,1,1,1,0,1,GAS_LEAK
1501000,1023,35.9,0,870.4,41.7,29.8,-2.56,1,1,1,0,1,GAS_LEAK
1502000,929,42.4,0,871,42.5,0.6,0.76,1,1,1,0,1,GAS_LEAK
1503000,894,40.7,0,873.8,40.9,2.8,-1.54,1,1,1,0,1,GAS_LEAK
1504000,814,37.8,0,905.2,39.1,31.4,-1.8,1,1,1,0,1,GAS_LEAK
1505000,794,46.6,0,890.8,40.7,-14.4,1.54,1,1,1,0,1,GAS_LEAK
1506000,847,53.2,0,855.6,44.1,-35.2,3.46,1,1,1,0,1,GAS_LEAK
1507000,778,42.9,0,825.4,44.2,-30.2,0.1,1,1,1,0,1,GAS_LEAK
1508000,952,34.2,0,837,42.9,11.6,-1.3,1,1,1,0,1,GAS_LEAK
1509000,914,41.4,0,857,43.7,20,0.72,1,1,1,0,1,GAS_LEAK
1510000,875,45.1,0,873.2,43.4,16.2,-0.3,1,1,1,0,1,GAS_LEAK
1511000,899,46.4,0,883.6,42,10.4,-1.36,1,1,1,0,1,GAS_LEAK
1512000,738,36.3,0,875.6,40.7,-8,-1.32,1,1,1,0,1,GAS_LEAK
1513000,688,34,0,822.8,40.6,-52.8,-0.04,1,1,1,0,1,GAS_LEAK
1514000,959,44.8,0,831.8,41.3,9,0.68,1,1,1,0,1,GAS_LEAK
1515000,912,47,0,839.2,41.7,7.4,0.38,1,1,1,0,1,GAS_LEAK
1516000,791,44.8,0,817.6,41.4,-21.6,-0.32,1,1,1,0,1,GAS_LEAK
1517000,769,37.4,0,823.8,41.6,6.2,0.22,1,1,1,0,1,GAS_LEAK
1518000,821,45.4,0,850.4,43.9,26.6,2.28,1,1,1,0,1,GAS_LEAK
1519000,931,40.9,0,844.8,43.1,-5.6,-0.78,1,1,1,0,1,GAS_LEAK
1520000,936,38.8,0,849.6,41.5,4.8,-1.64,1,1,1,0,1,GAS_LEAK
1521000,773,49.6,0,846,42.4,-3.6,0.96,1,1,1,0,1,GAS_LEAK
1522000,976,58,0,887.4,46.5,41.4,4.12,1,1,1,0,1,GAS_LEAK
1523000,783,44.8,0,879.8,46.4,-7.6,-0.12,1,1,1,0,1,GAS_LEAK
1524000,994,53.1,0,892.4,48.9,12.6,2.44,1,1,1,0,1,GAS_LEAK
1525000,945,41.4,0,894.2,49.4,1.8,0.52,1,1,1,0,1,GAS_LEAK
1526000,905,43.4,0,920.6,48.1,26.4,-1.24,1,1,1,0,1,GAS_LEAK
1527000,1023,45.8,0,930,45.7,9.4,-2.44,1,1,1,0,1,GAS_LEAK
1528000,783,48.4,0,930,46.4,0,0.72,1,1,1,0,1,GAS_LEAK
1529000,901,34.3,0,911.4,42.7,-18.6,-3.76,1,1,1,0,1,GAS_LEAK
1530000,839,32.7,0,890.2,40.9,-21.2,-1.74,1,1,1,0,1,GAS_LEAK
1531000,830,41.1,0,875.2,40.5,-15,-0.46,1,1,1,0,1,GAS_LEAK
1532000,787,41.1,0,828,39.5,-47.2,-0.94,1,1,1,0,1,GAS_LEAK
1533000,868,47.8,0,845,39.4,17,-0.12,1,1,1,0,1,GAS_LEAK
1534000,911,37.4,0,847,40,2,0.62,1,1,1,0,1,GAS_LEAK
1535000,1022,30.2,0,883.6,39.5,36.6,-0.5,1,1,1,0,1,GAS_LEAK
1536000,819,51,0,881.4,41.5,-2.2,1.98,1,1,1,0,1,GAS_LEAK
1537000,828,43.1,0,889.6,41.9,8.2,0.4,1,1,1,0,1,GAS_LEAK
1538000,812,37.6,0,878.4,39.9,-11.2,-2.04,1,1,1,0,1,GAS_LEAK
1539000,667,36.3,0,829.6,39.6,-48.8,-0.22,1,1,1,0,1,GAS_LEAK
1540000,856,41.2,0,796.4,41.8,-33.2,2.2,1,1,1,0,1,GAS_LEAK
1541000,659,28.3,0,764.4,37.3,-32,-4.54,1,1,1,0,1,GAS_LEAK
1542000,650,33.5,0,728.8,35.4,-35.6,-1.92,1,1,1,0,1,GAS_LEAK
1543000,692,44.8,0,704.8,36.8,-24,1.44,1,1,1,0,1,GAS_LEAK
1544000,874,41.7,0,746.2,37.9,41.4,1.08,1,1,1,0,1,GAS_LEAK
1545000,909,34.7,0,756.8,36.6,10.6,-1.3,1,1,1,0,1,GAS_LEAK
1546000,858,42.3,0,796.6,39.4,39.8,2.8,1,1,1,0,1,GAS_LEAK
1547000,704,41.3,0,807.4,41,10.8,1.56,1,1,1,0,1,GAS_LEAK
1548000,829,41.5,0,834.8,40.3,27.4,-0.66,1,1,1,0,1,GAS_LEAK
1549000,777,34.5,0,815.4,38.9,-19.4,-1.44,1,1,1,0,1,GAS_LEAK
1550000,721,39.1,0,777.8,39.7,-37.6,0.88,1,1,1,0,1,GAS_LEAK
1551000,826,42.4,0,771.4,39.8,-6.4,0.02,1,1,1,0,1,GAS_LEAK
1552000,724,40.7,0,775.4,39.6,4,-0.12,1,1,1,0,1,GAS_LEAK
1553000,949,40.3,0,799.4,39.4,24,-0.24,1,1,1,0,1,GAS_LEAK
1554000,948,44.3,0,833.6,41.4,34.2,1.96,1,1,1,0,1,GAS_LEAK
1555000,926,41.4,0,874.6,41.8,41,0.46,1,1,1,0,1,GAS_LEAK
1556000,866,47.9,0,882.6,42.9,8,1.1,1,1,1,0,1,GAS_LEAK
1557000,816,42.4,0,901,43.3,18.4,0.34,1,1,1,0,1,GAS_LEAK
1558000,944,50.3,0,900,45.3,-1,2,1,1,1,0,1,GAS_LEAK
1559000,805,41.6,0,871.4,44.7,-28.6,-0.54,1,1,1,0,1,GAS_LEAK
1560000,785,47.6,0,843.2,46,-28.2,1.24,1,1,1,0,1,GAS_LEAK
1561000,698,36.8,0,809.6,43.7,-33.6,-2.22,1,1,1,0,1,GAS_LEAK
1562000,965,52,0,839.4,45.7,29.8,1.92,1,1,1,0,1,GAS_LEAK
1563000,719,38.7,0,794.4,43.3,-45,-2.32,1,1,1,0,1,GAS_LEAK
1564000,664,36.9,0,766.2,42.4,-28.2,-0.94,1,1,1,0,1,GAS_LEAK
1565000,905,45.4,0,790.2,42,24,-0.44,1,1,1,0,1,GAS_LEAK
1566000,845,38.6,0,819.6,42.3,29.4,0.36,1,1,1,0,1,GAS_LEAK
1567000,800,36.3,0,786.6,39.2,-33,-3.14,1,1,1,0,1,GAS_LEAK
1568000,890,40.2,0,820.8,39.5,34.2,0.3,1,1,1,0,1,GAS_LEAK
1569000,807,40,0,849.4,40.1,28.6,0.62,1,1,1,0,1,GAS_LEAK
1570000,935,44,0,855.4,39.8,6,-0.28,1,1,1,0,1,GAS_LEAK
1571000,650,36.6,0,816.4,39.4,-39,-0.4,1,1,1,0,1,GAS_LEAK
1572000,969,28.9,0,850.2,37.9,33.8,-1.48,1,1,1,0,1,GAS_LEAK
1573000,778,38.7,0,827.8,37.6,-22.4,-0.3,1,1,1,0,1,GAS_LEAK
1574000,819,46.8,0,830.2,39,2.4,1.36,1,1,1,0,1,GAS_LEAK
1575000,804,39,0,804,38,-26.2,-1,1,1,1,0,1,GAS_LEAK
1576000,799,31.2,0,833.8,36.9,29.8,-1.08,1,1,1,0,1,GAS_LEAK
1577000,952,34.6,0,830.4,38.1,-3.4,1.14,1,1,1,0,1,GAS_LEAK
1578000,1010,41.3,0,876.8,38.6,46.4,0.52,1,1,1,0,1,GAS_LEAK
1579000,848,32,0,882.6,35.6,5.8,-2.96,1,1,1,0,1,GAS_LEAK
1580000,821,38.3,0,886,35.5,3.4,-0.14,1,1,1,0,1,GAS_LEAK
1581000,1004,47.3,0,927,38.7,41,3.22,1,1,1,0,1,GAS_LEAK
1582000,838,30.8,0,904.2,37.9,-22.8,-0.76,1,1,1,0,1,GAS_LEAK
1583000,980,41.9,0,898.2,38.1,-6,0.12,1,1,1,0,1,GAS_LEAK
1584000,983,36.7,0,925.2,39,27,0.94,1,1,1,0,1,GAS_LEAK
1585000,650,41,0,891,39.5,-34.2,0.54,1,1,1,0,1,GAS_LEAK
1586000,848,33.8,0,859.8,36.8,-31.2,-2.7,1,1,1,0,1,GAS_LEAK
1587000,931,48.7,0,878.4,40.4,18.6,3.58,1,1,1,0,1,GAS_LEAK
1588000,727,38,0,827.8,39.6,-50.6,-0.78,1,1,1,0,1,GAS_LEAK
1589000,902,40.5,0,811.6,40.4,-16.2,0.76,1,1,1,0,1,GAS_LEAK
1590000,748,37.9,0,831.2,39.8,19.6,-0.62,1,1,1,0,1,GAS_LEAK
1591000,822,29,0,826,38.8,-5.2,-0.96,1,1,1,0,1,GAS_LEAK
1592000,862,45.8,0,812.2,38.2,-13.8,-0.58,1,1,1,0,1,GAS_LEAK
1593000,902,27,0,847.2,36,35,-2.2,1,1,1,0,1,GAS_LEAK
1594000,943,48.3,0,855.4,37.6,8.2,1.56,1,1,1,0,1,GAS_LEAK
1595000,814,41.9,0,868.6,38.4,13.2,0.8,1,1,1,0,1,GAS_LEAK
1596000,871,46.2,0,878.4,41.8,9.8,3.44,1,1,1,0,1,GAS_LEAK
1597000,892,34.6,0,884.4,39.6,6,-2.24,1,1,1,0,1,GAS_LEAK
1598000,798,36.7,0,863.6,41.5,-20.8,1.94,1,1,1,0,1,GAS_LEAK
1599000,963,34,0,867.6,38.7,4,-2.86,1,1,1,0,1,GAS_LEAK
1600000,854,43.9,0,875.6,39.1,8,0.4,1,1,1,0,1,GAS_LEAK
